Season,DayNum,WTeamID,LTeamID,WScore,LScore
2014,1,126,27,74,72
2014,1,40,34,69,59
2014,1,6,75,81,63
2014,1,100,44,66,60
2014,1,37,45,60,54
2014,1,794,1127,80,76
2014,1,32,1139,78,75
2014,1,269,183,64,45
2014,1,31,30,73,62
2014,1,521,170,82,77
2014,1,24,92,67,49
2014,1,83,1046,74,54
2014,1,481,997,82,71
2014,1,48,1062,74,68
2014,1,44,100,66,60
2014,1,687,311,84,69
2014,1,45,37,60,54
2014,1,598,855,79,70
2014,1,1030,119,92,85
2014,1,376,862,78,60
2014,1,27,126,74,72
2014,1,30,31,73,62
2014,1,73,23,69,62
2014,1,291,96,64,53
2014,1,1,420,59,53
2014,1,619,480,61,59
2014,1,57,894,68,63
2014,1,121,56,92,83
2014,1,314,536,74,67
2014,1,894,57,68,63
2014,1,11,469,48,46
2014,1,255,486,76,55
2014,1,229,405,79,65
2014,1,25,908,69,64
2014,1,461,584,69,60
2014,1,208,784,75,72
2014,1,610,26,62,57
2014,1,1062,48,74,68
2014,1,62,60,93,68
2014,1,222,52,69,48
2014,1,119,1030,92,85
2014,1,908,25,69,64
2014,1,177,302,66,52
2014,1,34,40,69,59
2014,1,56,121,92,83
2014,1,420,1,59,53
2014,1,14,46,62,50
2014,1,15,42,74,57
2014,1,469,11,48,46
2014,1,586,434,73,63
2014,1,26,610,62,57
2014,1,432,634,53,49
2014,1,183,269,64,45
2014,1,280,828,79,69
2014,1,623,16,72,53
2014,1,784,208,75,72
2014,1,398,854,67,54
2014,1,65,799,63,60
2014,1,51,996,65,50
2014,1,634,432,53,49
2014,1,158,141,63,49
2014,1,245,992,63,47
2014,1,52,222,69,48
2014,1,459,916,67,58
2014,1,302,177,66,52
2014,1,480,619,61,59
2014,1,1046,83,74,54
2014,1,509,259,88,54
2014,1,916,459,67,58
2014,1,96,291,64,53
2014,1,1058,342,104,54
2014,1,996,51,65,50
2014,1,992,245,63,47
2014,1,82,55,57,44
2014,1,325,70,91,65
2014,1,181,17,88,74
2014,1,64,565,76,54
2014,1,439,627,73,68
2014,1,54,750,75,55
2014,1,565,64,76,54
2014,1,224,109,60,55
2014,1,583,258,66,50
2014,1,109,224,60,55
2014,1,627,439,73,68
2014,1,322,217,70,65
2014,1,55,82,57,44
2014,1,17,181,88,74
2014,1,2,35,60,58
2014,1,217,322,70,65
2014,1,70,325,91,65
2014,1,35,2,60,58
2014,1,750,54,75,55
2014,1,243,50,60,56
2014,1,337,162,63,60
2014,1,162,337,63,60
2014,1,50,243,60,56
2014,1,258,583,66,50
2014,1,5,311,102,77
2014,1,36,111,77,73
2014,1,43,42,85,82
2014,1,111,36,77,73
2014,1,42,43,85,82
2014,1,47,420,83,71
2014,1,420,47,83,71
2014,1,269,104,61,53
2014,1,104,269,61,53
2014,1,311,5,102,77
2014,1,195,1145,76,71
2014,1,1145,195,76,71
2014,1,291,992,75,49
2014,1,992,291,75,49
2014,1,15,90,87,68
2014,1,102,92,70,60
2014,1,469,151,68,62
2014,1,1,58,64,50
2014,1,38,560,77,66
2014,1,186,16,67,58
2014,1,74,324,71,62
2014,1,30,55,68,64
2014,1,16,186,67,58
2014,1,92,102,70,60
2014,1,151,469,68,62
2014,1,560,38,77,66
2014,1,794,784,68,52
2014,1,331,362,67,64
2014,1,362,331,67,64
2014,1,90,15,87,68
2014,1,55,30,68,64
2014,1,324,74,71,62
2014,1,58,1,64,50
2014,1,784,794,68,52
2014,1,61,687,91,58
2014,1,48,439,91,80
2014,1,259,799,76,74
2014,1,799,259,76,74
2014,1,59,167,71,70
2014,1,120,6,80,76
2014,1,155,1062,75,58
2014,1,167,59,71,70
2014,1,6,120,80,76
2014,1,54,280,83,40
2014,1,73,450,92,75
2014,1,114,627,76,69
2014,1,14,106,83,73
2014,1,82,26,58,56
2014,1,26,82,58,56
2014,1,93,713,80,58
2014,1,106,14,83,73
2014,1,432,109,67,58
2014,1,750,37,76,70
2014,1,551,29,68,60
2014,1,588,641,75,67
2014,1,627,114,76,69
2014,1,450,73,92,75
2014,1,3,916,76,59
2014,1,37,750,76,70
2014,1,454,376,81,65
2014,1,109,432,67,58
2014,1,224,44,66,65
2014,1,40,735,64,56
2014,1,46,34,75,55
2014,1,641,588,75,67
2014,1,439,48,91,80
2014,1,12,398,71,69
2014,1,70,18,64,60
2014,1,44,224,66,65
2014,1,1062,155,75,58
2014,1,735,40,64,56
2014,1,378,219,62,59
2014,1,243,802,68,62
2014,1,713,93,80,58
2014,1,509,302,61,44
2014,1,398,12,71,69
2014,1,687,61,91,58
2014,1,18,70,64,60
2014,1,65,177,64,44
2014,1,802,243,68,62
2014,1,219,378,62,59
2014,1,34,46,75,55
2014,1,130,404,57,54
2014,1,29,551,68,60
2014,1,376,454,81,65
2014,1,404,130,57,54
2014,1,916,3,76,59
2014,1,177,65,64,44
2014,1,280,54,83,40
2014,1,302,509,61,44
2014,1,35,634,85,70
2014,1,124,183,74,71
2014,1,997,141,71,69
2014,1,13,325,92,74
2014,1,322,58,68,63
2014,1,481,279,84,60
2014,1,22,21,69,57
2014,1,634,35,85,70
2014,1,98,63,86,85
2014,1,2,100,78,70
2014,1,348,57,89,82
2014,1,325,13,92,74
2014,1,75,10,79,71
2014,1,112,384,89,81
2014,1,183,124,74,71
2014,1,229,170,89,86
2014,1,100,2,78,70
2014,1,63,98,86,85
2014,1,21,22,69,57
2014,1,908,636,78,70
2014,1,623,8,65,59
2014,1,170,229,89,86
2014,1,58,322,68,63
2014,1,57,348,89,82
2014,1,86,208,102,92
2014,1,10,75,79,71
2014,1,4,620,81,76
2014,1,281,1107,77,60
2014,1,56,619,74,64
2014,1,560,217,68,67
2014,1,168,1096,82,72
2014,1,217,560,68,67
2014,1,208,86,102,92
2014,1,620,4,81,76
2014,1,1096,168,82,72
2014,1,8,623,65,59
2014,1,141,997,71,69
2014,1,144,304,65,64
2014,1,619,56,74,64
2014,1,158,165,72,62
2014,1,636,908,78,70
2014,1,279,481,84,60
2014,1,97,655,69,67
2014,1,304,144,65,64
2014,1,655,97,69,67
2014,1,165,158,72,62
2014,1,384,112,89,81
2014,1,461,121,62,55
2014,1,152,354,67,64
2014,1,1107,281,77,60
2014,1,548,497,55,45
2014,1,121,461,62,55
2014,1,354,152,67,64
2014,1,497,548,55,45
2014,1,39,17,82,58
2014,1,486,828,77,65
2014,1,437,715,79,48
2014,1,828,486,77,65
2014,1,126,64,69,66
2014,1,17,39,82,58
2014,1,635,984,69,67
2014,1,64,126,69,66
2014,1,536,698,69,54
2014,1,984,635,69,67
2014,1,698,536,69,54
2014,1,715,437,79,48
2014,1,38,1,81,72
2014,1,181,255,73,62
2014,1,571,279,81,64
2014,1,43,687,95,65
2014,1,620,518,85,81
2014,1,98,16,75,70
2014,1,269,55,63,58
2014,1,509,65,74,62
2014,1,55,269,63,58
2014,1,13,75,80,66
2014,1,1,38,81,72
2014,1,586,117,68,54
2014,1,1062,627,83,71
2014,1,167,641,90,72
2014,1,186,40,69,59
2014,1,23,373,75,64
2014,1,37,54,86,81
2014,1,15,5,88,71
2014,1,40,186,69,59
2014,1,513,224,82,70
2014,1,112,1026,93,66
2014,1,255,181,73,62
2014,1,24,44,82,64
2014,1,278,48,85,73
2014,1,11,74,73,62
2014,1,29,90,77,74
2014,1,518,620,85,81
2014,1,750,280,75,74
2014,1,18,6,69,56
2014,1,229,908,83,73
2014,1,54,37,86,81
2014,1,623,331,67,66
2014,1,583,177,72,67
2014,1,259,302,87,72
2014,1,735,34,92,82
2014,1,410,158,76,37
2014,1,31,26,75,71
2014,1,279,571,81,64
2014,1,280,750,75,74
2014,1,452,655,86,65
2014,1,21,348,70,55
2014,1,83,152,67,60
2014,1,687,43,95,65
2014,1,16,98,75,70
2014,1,584,56,83,80
2014,1,74,11,73,62
2014,1,61,42,87,73
2014,1,641,167,90,72
2014,1,26,31,75,71
2014,1,337,434,77,62
2014,1,49,104,69,67
2014,1,5,15,88,71
2014,1,304,461,74,65
2014,1,588,324,75,66
2014,1,75,13,80,66
2014,1,311,551,70,64
2014,1,90,29,77,74
2014,1,331,623,67,66
2014,1,161,529,73,70
2014,1,19,4,69,62
2014,1,908,229,83,73
2014,1,1127,86,72,65
2014,1,56,584,83,80
2014,1,63,106,81,70
2014,1,224,513,82,70
2014,1,48,278,85,73
2014,1,50,713,70,62
2014,1,529,161,73,70
2014,1,57,22,60,57
2014,1,362,46,61,60
2014,1,1096,62,83,68
2014,1,551,311,70,64
2014,1,177,583,72,67
2014,1,22,57,60,57
2014,1,636,170,74,69
2014,1,86,1127,72,65
2014,1,111,71,67,60
2014,1,314,52,67,44
2014,1,373,23,75,64
2014,1,461,304,74,65
2014,1,195,342,64,58
2014,1,34,735,92,82
2014,1,245,291,79,73
2014,1,284,73,64,62
2014,1,65,509,74,62
2014,1,291,245,79,73
2014,1,376,548,64,62
2014,1,121,144,80,78
2014,1,120,70,72,59
2014,1,71,111,67,60
2014,1,104,49,69,67
2014,1,94,1107,75,59
2014,1,324,588,75,66
2014,1,439,450,67,61
2014,1,42,61,87,73
2014,1,73,284,64,62
2014,1,106,63,81,70
2014,1,46,362,61,60
2014,1,536,222,66,65
2014,1,610,36,52,45
2014,1,222,536,66,65
2014,1,302,259,87,72
2014,1,152,83,67,60
2014,1,627,1062,83,71
2014,1,1026,112,93,66
2014,1,459,794,75,60
2014,1,44,24,82,64
2014,1,548,376,64,62
2014,1,6,18,69,56
2014,1,170,636,74,69
2014,1,204,997,66,56
2014,1,1058,482,74,71
2014,1,713,50,70,62
2014,1,794,459,75,60
2014,1,139,12,76,52
2014,1,70,120,72,59
2014,1,144,121,80,78
2014,1,14,8,57,54
2014,1,117,586,68,54
2014,1,85,32,69,61
2014,1,8,14,57,54
2014,1,434,337,77,62
2014,1,482,1058,74,71
2014,1,655,452,86,65
2014,1,450,439,67,61
2014,1,62,1096,83,68
2014,1,32,85,69,61
2014,1,92,109,48,39
2014,1,52,314,67,44
2014,1,36,610,52,45
2014,1,348,21,70,55
2014,1,4,19,69,62
2014,1,342,195,64,58
2014,1,1107,94,75,59
2014,1,109,92,48,39
2014,1,997,204,66,56
2014,1,12,139,76,52
2014,1,158,410,76,37
2014,1,322,7,101,80
2014,1,217,47,82,60
2014,1,39,828,102,54
2014,1,2,102,75,62
2014,1,27,565,93,83
2014,1,437,635,89,67
2014,1,565,27,93,83
2014,1,7,322,101,80
2014,1,30,124,73,69
2014,1,124,30,73,69
2014,1,432,35,60,51
2014,1,17,486,71,64
2014,1,47,217,82,60
2014,1,162,673,72,71
2014,1,325,10,83,74
2014,1,102,2,75,62
2014,1,635,437,89,67
2014,1,828,39,102,54
2014,1,715,984,76,73
2014,1,1016,1139,73,61
2014,1,100,634,54,48
2014,1,10,325,83,74
2014,1,673,162,72,71
2014,1,486,17,71,64
2014,1,35,432,60,51
2014,1,1139,1016,73,61
2014,1,984,715,76,73
2014,1,634,100,54,48
2014,1,31,111,81,75
2014,1,111,31,81,75
2014,1,61,90,70,64
2014,1,90,61,70,64
2014,1,49,183,68,51
2014,1,59,324,84,72
2014,1,311,15,85,76
2014,1,551,43,64,63
2014,1,43,551,64,63
2014,1,40,362,84,70
2014,1,450,155,73,65
2014,1,420,7,82,79
2014,1,39,280,80,54
2014,1,50,93,70,67
2014,1,16,46,67,48
2014,1,15,311,85,76
2014,1,610,269,57,53
2014,1,324,59,84,72
2014,1,7,420,82,79
2014,1,155,450,73,65
2014,1,588,469,72,66
2014,1,469,588,72,66
2014,1,217,58,77,52
2014,1,269,610,57,53
2014,1,362,40,84,70
2014,1,280,39,80,54
2014,1,104,71,71,60
2014,1,93,50,70,67
2014,1,46,16,67,48
2014,1,151,74,60,45
2014,1,71,104,71,60
2014,1,58,217,77,52
2014,1,183,49,68,51
2014,1,74,151,60,45
2014,1,529,130,96,90
2014,1,130,529,96,90
2014,1,322,38,85,70
2014,1,735,186,71,66
2014,1,13,120,86,66
2014,1,509,583,76,64
2014,1,266,713,88,74
2014,1,92,634,76,60
2014,1,48,284,89,85
2014,1,36,30,71,64
2014,1,255,750,77,49
2014,1,106,34,92,81
2014,1,181,486,68,64
2014,1,713,266,88,74
2014,1,404,161,73,63
2014,1,284,48,89,85
2014,1,167,11,68,56
2014,1,30,36,71,64
2014,1,27,70,78,71
2014,1,70,27,78,71
2014,1,259,65,71,62
2014,1,186,735,71,66
2014,1,634,92,76,60
2014,1,3,459,75,65
2014,1,64,75,67,63
2014,1,109,100,62,49
2014,1,124,82,62,59
2014,1,98,8,67,64
2014,1,34,106,92,81
2014,1,75,64,67,63
2014,1,38,322,85,70
2014,1,1062,278,71,67
2014,1,62,97,90,88
2014,1,65,259,71,62
2014,1,86,916,86,75
2014,1,486,181,68,64
2014,1,556,12,72,53
2014,1,120,13,86,66
2014,1,278,1062,71,67
2014,1,8,98,67,64
2014,1,100,109,62,49
2014,1,63,623,71,64
2014,1,459,3,75,65
2014,1,23,627,57,54
2014,1,114,373,65,53
2014,1,42,687,65,53
2014,1,97,62,90,88
2014,1,623,63,71,64
2014,1,627,23,57,54
2014,1,916,86,86,75
2014,1,161,404,73,63
2014,1,1127,784,67,60
2014,1,583,509,76,64
2014,1,687,42,65,53
2014,1,325,126,61,52
2014,1,11,167,68,56
2014,1,784,1127,67,60
2014,1,750,255,77,49
2014,1,373,114,65,53
2014,1,376,862,63,61
2014,1,82,124,62,59
2014,1,258,302,55,53
2014,1,12,556,72,53
2014,1,126,325,61,52
2014,1,862,376,63,61
2014,1,398,125,57,48
2014,1,302,258,55,53
2014,1,125,398,57,48
2014,1,35,24,94,79
2014,1,560,47,82,67
2014,1,894,22,73,62
2014,1,24,35,94,79
2014,1,170,405,68,57
2014,1,432,224,80,67
2014,1,57,45,73,65
2014,1,405,170,68,57
2014,1,49,31,74,66
2014,1,410,997,71,52
2014,1,47,560,82,67
2014,1,224,432,80,67
2014,1,304,619,79,57
2014,1,565,6,68,57
2014,1,31,49,74,66
2014,1,132,996,70,50
2014,1,22,894,73,62
2014,1,14,331,63,48
2014,1,18,10,80,59
2014,1,586,337,67,53
2014,1,56,461,67,59
2014,1,279,204,85,56
2014,1,37,828,64,59
2014,1,584,480,60,56
2014,1,481,712,68,62
2014,1,797,1139,63,52
2014,1,45,57,73,65
2014,1,54,17,68,55
2014,1,712,481,68,62
2014,1,331,14,63,48
2014,1,6,565,68,57
2014,1,17,54,68,55
2014,1,480,584,60,56
2014,1,337,586,67,53
2014,1,619,304,79,57
2014,1,828,37,64,59
2014,1,204,279,85,56
2014,1,10,18,80,59
2014,1,997,410,71,52
2014,1,996,132,70,50
2014,1,461,56,67,59
2014,1,1139,797,63,52
2014,1,314,698,83,63
2014,1,536,52,82,65
2014,1,384,437,75,61
2014,1,52,536,82,65
2014,1,20,440,67,63
2014,1,439,73,80,75
2014,1,698,314,83,63
2014,1,635,715,70,66
2014,1,440,20,67,63
2014,1,984,1026,67,63
2014,1,437,384,75,61
2014,1,73,439,80,75
2014,1,715,635,70,66
2014,1,1026,984,67,63
2014,1,29,42,86,73
2014,1,61,5,88,75
2014,1,31,71,105,72
2014,1,64,325,88,61
2014,1,43,15,85,54
2014,1,47,1,74,52
2014,1,324,469,82,67
2014,1,5,61,88,75
2014,1,18,13,83,74
2014,1,362,186,75,71
2014,1,2,513,79,74
2014,1,279,141,77,68
2014,1,452,62,96,75
2014,1,588,74,79,76
2014,1,627,278,87,78
2014,1,331,98,80,73
2014,1,141,279,77,68
2014,1,269,30,70,49
2014,1,165,997,78,76
2014,1,186,362,75,71
2014,1,44,634,61,56
2014,1,98,331,80,73
2014,1,90,551,84,62
2014,1,59,11,91,90
2014,1,144,56,80,65
2014,1,513,2,79,74
2014,1,278,627,87,78
2014,1,70,565,86,62
2014,1,266,50,83,54
2014,1,997,165,78,76
2014,1,405,908,86,68
2014,1,13,18,83,74
2014,1,19,620,86,78
2014,1,121,480,81,75
2014,1,11,59,91,90
2014,1,30,269,70,49
2014,1,208,459,100,85
2014,1,1127,916,85,59
2014,1,46,623,73,56
2014,1,49,82,66,60
2014,1,21,45,69,66
2014,1,799,302,84,60
2014,1,168,97,69,58
2014,1,181,750,88,84
2014,1,94,281,74,59
2014,1,161,130,66,50
2014,1,71,31,105,72
2014,1,469,324,82,67
2014,1,17,37,82,79
2014,1,167,151,58,44
2014,1,750,181,88,84
2014,1,74,588,79,76
2014,1,325,64,88,61
2014,1,106,40,77,76
2014,1,42,29,86,73
2014,1,794,3,85,79
2014,1,584,619,86,77
2014,1,55,183,63,55
2014,1,36,124,69,42
2014,1,40,106,77,76
2014,1,39,255,58,57
2014,1,82,49,66,60
2014,1,634,44,61,56
2014,1,32,1016,71,66
2014,1,529,41,78,69
2014,1,3,794,85,79
2014,1,14,16,68,65
2014,1,125,12,72,70
2014,1,183,55,63,55
2014,1,63,34,73,69
2014,1,45,21,69,66
2014,1,9,576,75,71
2014,1,551,90,84,62
2014,1,92,100,64,46
2014,1,16,14,68,65
2014,1,284,450,66,59
2014,1,100,92,64,46
2014,1,735,8,67,59
2014,1,311,687,71,60
2014,1,8,735,67,59
2014,1,619,584,86,77
2014,1,354,83,70,68
2014,1,37,17,82,79
2014,1,117,434,74,50
2014,1,255,39,58,57
2014,1,56,144,80,65
2014,1,480,121,81,75
2014,1,620,19,86,78
2014,1,62,452,96,75
2014,1,51,132,59,49
2014,1,1,47,74,52
2014,1,41,529,78,69
2014,1,1016,32,71,66
2014,1,155,373,62,49
2014,1,450,284,66,59
2014,1,459,208,100,85
2014,1,50,266,83,54
2014,1,34,63,73,69
2014,1,894,348,64,59
2014,1,908,405,86,68
2014,1,687,311,71,60
2014,1,15,43,85,54
2014,1,7,217,57,54
2014,1,623,46,73,56
2014,1,217,7,57,54
2014,1,83,354,70,68
2014,1,348,894,64,59
2014,1,992,245,81,78
2014,1,12,125,72,70
2014,1,245,992,81,78
2014,1,565,70,86,62
2014,1,373,155,62,49
2014,1,314,222,59,47
2014,1,1062,114,57,54
2014,1,97,168,69,58
2014,1,281,94,74,59
2014,1,712,571,56,53
2014,1,576,9,75,71
2014,1,302,799,84,60
2014,1,571,712,56,53
2014,1,124,36,69,42
2014,1,222,314,59,47
2014,1,916,1127,85,59
2014,1,132,51,59,49
2014,1,130,161,66,50
2014,1,114,1062,57,54
2014,1,151,167,58,44
2014,1,802,713,55,38
2014,1,434,117,74,50
2014,1,713,802,55,38
2014,1,420,58,87,81
2014,1,102,35,79,70
2014,1,58,420,87,81
2014,1,35,102,79,70
2014,1,322,560,72,71
2014,1,111,26,71,66
2014,1,75,126,86,63
2014,1,560,322,72,71
2014,1,509,177,77,71
2014,1,486,54,64,55
2014,1,120,10,77,64
2014,1,139,854,72,47
2014,1,26,111,71,66
2014,1,10,120,77,64
2014,1,679,119,88,84
2014,1,119,679,88,84
2014,1,27,6,67,53
2014,1,432,24,76,57
2014,1,177,509,77,71
2014,1,258,259,63,53
2014,1,384,984,78,68
2014,1,437,1026,73,52
2014,1,862,454,69,65
2014,1,984,384,78,68
2014,1,454,862,69,65
2014,1,6,27,67,53
2014,1,54,486,64,55
2014,1,854,139,72,47
2014,1,24,432,76,57
2014,1,259,258,63,53
2014,1,126,75,86,63
2014,1,1026,437,73,52
2014,1,32,1139,88,73
2014,1,90,687,76,54
2014,1,43,29,83,75
2014,1,25,521,87,76
2014,1,29,43,83,75
2014,1,342,1145,87,64
2014,1,482,195,65,55
2014,1,82,104,57,55
2014,1,291,992,66,60
2014,1,521,25,87,76
2014,1,797,1016,67,64
2014,1,1139,32,88,73
2014,1,687,90,76,54
2014,1,1016,797,67,64
2014,1,1145,342,87,64
2014,1,992,291,66,60
2014,1,104,82,57,55
2014,1,195,482,65,55
2014,1,23,114,79,53
2014,1,100,513,95,89
2014,1,513,100,95,89
2014,1,2,44,69,58
2014,1,266,802,69,49
2014,1,784,916,90,76
2014,1,44,2,69,58
2014,1,916,784,90,76
2014,1,49,610,66,48
2014,1,186,8,57,54
2014,1,71,55,62,57
2014,1,673,337,67,58
2014,1,8,186,57,54
2014,1,46,98,71,56
2014,1,1,217,65,53
2014,1,74,167,67,58
2014,1,55,71,62,57
2014,1,337,673,67,58
2014,1,167,74,67,58
2014,1,551,42,60,56
2014,1,802,266,69,49
2014,1,114,23,79,53
2014,1,42,551,60,56
2014,1,98,46,71,56
2014,1,217,1,65,53
2014,1,610,49,66,48
2014,1,15,61,74,69
2014,1,48,155,69,60
2014,1,126,18,76,64
2014,1,64,120,87,59
2014,1,61,15,74,69
2014,1,588,59,76,56
2014,1,60,1096,94,75
2014,1,362,331,79,67
2014,1,7,58,67,48
2014,1,735,623,83,67
2014,1,208,3,107,100
2014,1,3,208,107,100
2014,1,269,36,65,40
2014,1,24,102,77,76
2014,1,106,14,68,49
2014,1,30,183,65,62
2014,1,627,439,70,67
2014,1,102,24,77,76
2014,1,311,5,83,66
2014,1,373,278,75,67
2014,1,16,34,75,68
2014,1,529,161,69,64
2014,1,439,627,70,67
2014,1,278,373,75,67
2014,1,799,509,83,66
2014,1,120,64,87,59
2014,1,26,124,66,59
2014,1,11,324,78,70
2014,1,183,30,65,62
2014,1,280,54,61,56
2014,1,324,11,78,70
2014,1,109,432,60,49
2014,1,124,26,66,59
2014,1,34,16,75,68
2014,1,18,126,76,64
2014,1,583,302,65,52
2014,1,155,48,69,60
2014,1,1096,60,94,75
2014,1,54,280,61,56
2014,1,5,311,83,66
2014,1,58,7,67,48
2014,1,331,362,79,67
2014,1,509,799,83,66
2014,1,454,548,70,57
2014,1,623,735,83,67
2014,1,432,109,60,49
2014,1,828,750,67,65
2014,1,161,529,69,64
2014,1,302,583,65,52
2014,1,177,258,65,61
2014,1,59,588,76,56
2014,1,36,269,65,40
2014,1,258,177,65,61
2014,1,14,106,68,49
2014,1,750,828,67,65
2014,1,548,454,70,57
2014,1,715,384,92,71
2014,1,619,461,85,73
2014,1,635,1026,96,58
2014,1,27,13,87,83
2014,1,480,144,71,60
2014,1,1062,284,71,64
2014,1,565,10,76,66
2014,1,144,480,71,60
2014,1,521,229,80,66
2014,1,47,38,75,73
2014,1,139,556,69,53
2014,1,518,9,77,49
2014,1,181,37,77,68
2014,1,513,44,93,86
2014,1,38,47,75,73
2014,1,854,125,89,83
2014,1,39,17,88,66
2014,1,125,854,89,83
2014,1,224,92,65,63
2014,1,44,513,93,86
2014,1,17,39,88,66
2014,1,636,25,83,73
2014,1,56,121,82,81
2014,1,158,712,70,63
2014,1,13,27,87,83
2014,1,121,56,82,81
2014,1,712,158,70,63
2014,1,584,304,63,61
2014,1,461,619,85,73
2014,1,92,224,65,63
2014,1,410,141,65,60
2014,1,63,40,71,67
2014,1,37,181,77,68
2014,1,51,679,79,46
2014,1,45,348,70,53
2014,1,162,586,71,63
2014,1,204,165,71,62
2014,1,25,636,83,73
2014,1,229,521,80,66
2014,1,165,204,71,62
2014,1,304,584,63,61
2014,1,384,715,92,71
2014,1,797,85,69,64
2014,1,141,410,65,60
2014,1,586,162,71,63
2014,1,284,1062,71,64
2014,1,85,797,69,64
2014,1,40,63,71,67
2014,1,9,518,77,49
2014,1,556,139,69,53
2014,1,576,620,62,55
2014,1,10,565,76,66
2014,1,348,45,70,53
2014,1,620,576,62,55
2014,1,1026,635,96,58
2014,1,679,51,79,46
2014,1,420,560,74,69
2014,1,378,440,80,77
2014,1,70,6,72,49
2014,1,560,420,74,69
2014,1,314,52,72,47
2014,1,440,378,80,77
2014,1,52,314,72,47
2014,1,222,536,57,46
2014,1,6,70,72,49
2014,1,536,222,57,46
2014,1,269,82,75,56
2014,1,30,26,85,81
2014,1,16,8,76,38
2014,1,151,588,82,67
2014,1,98,34,85,66
2014,1,181,17,89,79
2014,1,384,635,92,72
2014,1,59,469,72,63
2014,1,26,30,85,81
2014,1,114,439,86,79
2014,1,126,120,78,60
2014,1,623,40,72,67
2014,1,588,151,82,67
2014,1,73,284,67,56
2014,1,45,22,75,47
2014,1,82,269,75,56
2014,1,186,106,79,61
2014,1,124,71,80,72
2014,1,679,132,73,71
2014,1,63,46,87,75
2014,1,29,15,77,65
2014,1,57,21,78,70
2014,1,799,177,74,57
2014,1,56,304,84,76
2014,1,439,114,86,79
2014,1,28,152,80,73
2014,1,37,39,72,66
2014,1,23,278,83,74
2014,1,17,181,89,79
2014,1,280,828,74,73
2014,1,152,28,80,73
2014,1,27,10,78,63
2014,1,41,161,75,61
2014,1,469,59,72,63
2014,1,828,280,74,73
2014,1,482,1145,86,66
2014,1,311,42,80,73
2014,1,46,63,87,75
2014,1,807,1046,95,91
2014,1,42,311,80,73
2014,1,102,100,66,56
2014,1,5,687,81,59
2014,1,75,325,75,64
2014,1,132,679,73,71
2014,1,50,802,71,66
2014,1,635,384,92,72
2014,1,61,551,59,49
2014,1,259,583,68,64
2014,1,802,50,71,66
2014,1,304,56,84,76
2014,1,40,623,72,67
2014,1,1,322,75,69
2014,1,14,362,71,60
2014,1,208,794,83,71
2014,1,120,126,78,60
2014,1,331,735,73,57
2014,1,25,229,77,68
2014,1,166,598,72,57
2014,1,362,14,71,60
2014,1,34,98,85,66
2014,1,86,784,87,83
2014,1,536,698,70,63
2014,1,278,23,83,74
2014,1,31,610,60,56
2014,1,60,655,76,53
2014,1,1046,807,95,91
2014,1,1026,715,83,76
2014,1,715,1026,83,76
2014,1,627,155,66,43
2014,1,9,4,80,73
2014,1,284,73,67,56
2014,1,93,243,71,69
2014,1,109,35,53,46
2014,1,90,43,72,65
2014,1,325,75,75,64
2014,1,322,1,75,69
2014,1,106,186,79,61
2014,1,43,90,72,65
2014,1,583,259,68,64
2014,1,21,57,78,70
2014,1,144,619,67,54
2014,1,39,37,72,66
2014,1,229,25,77,68
2014,1,698,536,70,63
2014,1,486,750,70,55
2014,1,432,634,54,47
2014,1,15,29,77,65
2014,1,784,86,87,83
2014,1,10,27,78,63
2014,1,117,337,63,52
2014,1,100,102,66,56
2014,1,4,9,80,73
2014,1,71,124,80,72
2014,1,610,31,60,56
2014,1,258,65,56,51
2014,1,243,93,71,69
2014,1,551,61,59,49
2014,1,687,5,81,59
2014,1,461,480,55,48
2014,1,794,208,83,71
2014,1,636,521,69,67
2014,1,480,461,55,48
2014,1,521,636,69,67
2014,1,750,486,70,55
2014,1,735,331,73,57
2014,1,634,432,54,47
2014,1,497,862,54,52
2014,1,862,497,54,52
2014,1,35,109,53,46
2014,1,161,41,75,61
2014,1,619,144,67,54
2014,1,54,255,51,45
2014,1,598,166,72,57
2014,1,65,258,56,51
2014,1,1145,482,86,66
2014,1,337,117,63,52
2014,1,177,799,74,57
2014,1,22,45,75,47
2014,1,1016,85,59,48
2014,1,255,54,51,45
2014,1,655,60,76,53
2014,1,291,245,61,53
2014,1,85,1016,59,48
2014,1,245,291,61,53
2014,1,8,16,76,38
2014,1,1058,195,61,52
2014,1,195,1058,61,52
2014,1,155,627,66,43
2014,1,64,18,79,66
2014,1,111,183,81,71
2014,1,2,224,71,66
2014,1,513,24,83,76
2014,1,556,398,73,68
2014,1,125,139,92,82
2014,1,398,556,73,68
2014,1,139,125,92,82
2014,1,7,38,73,56
2014,1,18,64,79,66
2014,1,24,513,83,76
2014,1,183,111,81,71
2014,1,565,13,74,69
2014,1,44,92,72,64
2014,1,224,2,71,66
2014,1,167,641,72,58
2014,1,641,167,72,58
2014,1,141,165,74,54
2014,1,13,565,74,69
2014,1,450,48,66,58
2014,1,204,410,72,70
2014,1,104,55,77,73
2014,1,48,450,66,58
2014,1,92,44,72,64
2014,1,55,104,77,73
2014,1,38,7,73,56
2014,1,279,997,60,49
2014,1,854,12,67,56
2014,1,410,204,72,70
2014,1,997,279,60,49
2014,1,12,854,67,56
2014,1,165,141,74,54
2014,1,90,42,77,61
2014,1,509,302,84,71
2014,1,42,90,77,61
2014,1,560,1,71,62
