Season,DayNum,WTeamID,LTeamID,WScore,LScore
2025,136,1122,1125,84,75
2025,136,1094,1088,67,58
2025,137,1141,1114,78,65
2025,137,1113,1112,73,70
2025,137,1131,1117,87,71
2025,137,1091,1142,85,83
2025,137,1132,1143,100,93
2025,137,1146,1138,113,88
2025,137,1126,1101,62,60
2025,137,1094,1122,78,65
2025,138,1141,1113,70,64
2025,138,1131,1091,84,79
2025,138,1132,1146,85,65
2025,138,1126,1094,69,50
2025,139,1131,1141,79,73
2025,139,1126,1132,70,67
2025,140,1131,1126,65,63
